environment,task,response_regime,horizon,estimator,denominator_contract,clipping_contract,support_contract,independent_logged_datasets,minimum_policy_empirical_coverage,minimum_policy_coverage_ci_low,coverage_gate,rank_gate,pairwise_gate,sign_gate,false_improvement_probability,false_improvement_gate,median_ess,ess_gate,support_gate,finite_gate,approved_known_value_tuple,retrospective_ehr_ope_authorized,authorization_boundary
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,PDIS,crossfit_stronger,20,masked,500,0.816,0.7796708962,False,False,False,False,0.0,True,100.5199301,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,PDIS,crossfit_stronger,none,masked,500,0.816,0.7796708962,False,False,False,False,0.0,True,100.5082291,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,PDIS,exact_behavior,20,masked,500,0.922,0.8951464501,True,True,True,False,0.0,True,107.636706,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,PDIS,exact_behavior,none,masked,500,0.922,0.8951464501,True,True,True,False,0.0,True,107.636706,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,PDIS,misspecified_behavior,20,masked,500,0.176,0.1451264013,False,True,True,True,0.0,True,115.6676561,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,PDIS,misspecified_behavior,none,masked,500,0.176,0.1451264013,False,True,True,True,0.0,True,115.6676561,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,PDIS,paper_lstm_h16,20,masked,500,0.024,0.01378131466,False,True,True,True,0.0,True,117.2649554,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,PDIS,paper_lstm_h16,none,masked,500,0.024,0.01378131466,False,True,True,True,0.0,True,117.2649554,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WDR,crossfit_stronger,20,masked,500,0.918,0.8906451408,True,True,True,False,0.0,True,100.5199301,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WDR,crossfit_stronger,none,masked,500,0.918,0.8906451408,True,True,True,False,0.0,True,100.5082291,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WDR,exact_behavior,20,masked,500,0.9,0.8705780904,True,True,True,False,0.0,True,107.636706,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WDR,exact_behavior,none,masked,500,0.9,0.8705780904,True,True,True,False,0.0,True,107.636706,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WDR,misspecified_behavior,20,masked,500,0.828,0.7924525525,False,True,True,True,0.0,True,115.6676561,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WDR,misspecified_behavior,none,masked,500,0.828,0.7924525525,False,True,True,True,0.0,True,115.6676561,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WDR,paper_lstm_h16,20,masked,500,0.768,0.729042592,False,True,True,True,0.0,True,117.2649554,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WDR,paper_lstm_h16,none,masked,500,0.768,0.729042592,False,True,True,True,0.0,True,117.2649554,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WIS,crossfit_stronger,20,masked,500,0.936,0.9110475912,True,True,True,False,0.0,True,100.5199301,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WIS,crossfit_stronger,none,masked,500,0.936,0.9110475912,True,True,True,False,0.0,True,100.5082291,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WIS,exact_behavior,20,masked,500,0.928,0.901931596,True,True,True,False,0.0,True,107.636706,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WIS,exact_behavior,none,masked,500,0.928,0.901931596,True,True,True,False,0.0,True,107.636706,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WIS,misspecified_behavior,20,masked,500,0.922,0.8951464501,True,True,True,False,0.0,True,115.6676561,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WIS,misspecified_behavior,none,masked,500,0.922,0.8951464501,True,True,True,False,0.0,True,115.6676561,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WIS,paper_lstm_h16,20,masked,500,0.92,0.8928936834,True,True,True,False,0.0,True,117.2649554,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WIS,paper_lstm_h16,none,masked,500,0.92,0.8928936834,True,True,True,False,0.0,True,117.2649554,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WPDIS,crossfit_stronger,20,masked,500,0.936,0.9110475912,True,True,True,False,0.0,True,100.5199301,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WPDIS,crossfit_stronger,none,masked,500,0.936,0.9110475912,True,True,True,False,0.0,True,100.5082291,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WPDIS,exact_behavior,20,masked,500,0.928,0.901931596,True,True,True,False,0.0,True,107.636706,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WPDIS,exact_behavior,none,masked,500,0.928,0.901931596,True,True,True,False,0.0,True,107.636706,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WPDIS,misspecified_behavior,20,masked,500,0.922,0.8951464501,True,True,True,False,0.0,True,115.6676561,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WPDIS,misspecified_behavior,none,masked,500,0.922,0.8951464501,True,True,True,False,0.0,True,115.6676561,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WPDIS,paper_lstm_h16,20,masked,500,0.92,0.8928936834,True,True,True,False,0.0,True,117.2649554,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,WPDIS,paper_lstm_h16,none,masked,500,0.92,0.8928936834,True,True,True,False,0.0,True,117.2649554,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,support_restricted_WPDIS,crossfit_stronger,20,masked,500,0.936,0.9110475912,True,True,True,False,0.0,True,100.5199301,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,support_restricted_WPDIS,crossfit_stronger,none,masked,500,0.936,0.9110475912,True,True,True,False,0.0,True,100.5082291,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,support_restricted_WPDIS,exact_behavior,20,masked,500,0.928,0.901931596,True,True,True,False,0.0,True,107.636706,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,support_restricted_WPDIS,exact_behavior,none,masked,500,0.928,0.901931596,True,True,True,False,0.0,True,107.636706,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,support_restricted_WPDIS,misspecified_behavior,20,masked,500,0.922,0.8951464501,True,True,True,False,0.0,True,115.6676561,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,support_restricted_WPDIS,misspecified_behavior,none,masked,500,0.922,0.8951464501,True,True,True,False,0.0,True,115.6676561,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,support_restricted_WPDIS,paper_lstm_h16,20,masked,500,0.92,0.8928936834,True,True,True,False,0.0,True,117.2649554,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,1,support_restricted_WPDIS,paper_lstm_h16,none,masked,500,0.92,0.8928936834,True,True,True,False,0.0,True,117.2649554,True,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,CWPDIS,crossfit_stronger,20,masked,500,0.884,0.852958163,False,True,True,False,0.0,True,60.07491255,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,CWPDIS,crossfit_stronger,none,masked,500,0.884,0.852958163,False,True,True,False,0.0,True,60.04392099,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,CWPDIS,exact_behavior,20,masked,500,0.842,0.807437649,False,True,True,False,0.0,True,68.94087842,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,CWPDIS,exact_behavior,none,masked,500,0.842,0.807437649,False,True,True,False,0.0,True,68.94087842,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,CWPDIS,misspecified_behavior,20,masked,500,0.89,0.8595444296,False,True,True,False,0.0,True,79.54444591,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,CWPDIS,misspecified_behavior,none,masked,500,0.89,0.8595444296,False,True,True,False,0.0,True,79.54444591,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,CWPDIS,paper_lstm_h16,20,masked,500,0.904,0.8750130376,True,True,True,False,0.0,True,79.92302854,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,CWPDIS,paper_lstm_h16,none,masked,500,0.904,0.8750130376,True,True,True,False,0.0,True,79.92302854,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,DR,crossfit_stronger,20,masked,500,0.444,0.4010408192,False,True,True,True,0.0,True,60.07491255,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,DR,crossfit_stronger,none,masked,500,0.444,0.4010408192,False,True,True,True,0.0,True,60.04392099,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,DR,exact_behavior,20,masked,500,0.864,0.8311649236,False,False,True,False,0.0,True,68.94087842,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,DR,exact_behavior,none,masked,500,0.864,0.8311649236,False,False,True,False,0.0,True,68.94087842,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,DR,misspecified_behavior,20,masked,500,0.1,0.07667756274,False,False,False,False,0.0,True,79.54444591,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,DR,misspecified_behavior,none,masked,500,0.1,0.07667756274,False,False,False,False,0.0,True,79.54444591,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_adaptive_composite_v1,aki_rrt,adaptive_composite,2,DR,paper_lstm_h16,20,masked,500,0.026,0.01525638392,False,False,False,False,0.0,True,79.92302854,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
